0    True   0                                  -0.2147483648                      -0.2147483648                      -0.2147484                         2147483647                         18446744073709551615               Test 1            32767                              0                                  4294967295                         
1    False  -9223372036854775808               -0.2147483648                      -0.2147483648                      -0.2147484                         -2147483648                        0                                  Test 2            -32768                             0                                  0                                  
2    False  42                                 42.42424242                        42.42424242                        42.42424                           42                                 42                                 l33t $42          42                                 42                                 42                                 
3    True   0                                  0                                  0                                  0                                  0                                  0                                                    0                                  0                                  0                                  
4    True   101                                145.44                             202                                -102                               100                                2000                               Test String 4     -10                                16                                 20                                 
5    False  126                                181.8                              252.5                              -127.5                             125                                2500                               Test String 5     -12                                20                                 25                                 
6    True   151                                218.16                             303                                -153                               150                                3000                               Test String 6     -15                                24                                 30                                 
7    False  176                                254.52                             353.5                              -178.5                             175                                3500                               Test String 7     -17                                28                                 35                                 
8    True   202                                290.88                             404                                -204                               200                                4000                               Test String 8     -20                                32                                 40                                 
9    False  227                                327.24                             454.5                              -229.5                             225                                4500                               Test String 9     -22                                36                                 45                                 
10   True   252                                363.6                              505                                -255                               250                                5000                               Test String 10    -25                                40                                 50                                 
11   False  277                                399.96                             555.5                              -280.5                             275                                5500                               Test String 11    -27                                44                                 55                                 
12   True   303                                436.32                             606                                -306                               300                                6000                               Test String 12    -30                                48                                 60                                 
13   False  328                                472.68                             656.5                              -331.5                             325                                6500                               Test String 13    -32                                52                                 65                                 
14   True   353                                509.04                             707                                -357                               350                                7000                               Test String 14    -35                                56                                 70                                 
15   False  378                                545.4                              757.5                              -382.5                             375                                7500                               Test String 15    -37                                60                                 75                                 
16   True   404                                581.76                             808                                -408                               400                                8000                               Test String 16    -40                                64                                 80                                 
17   False  429                                618.12                             858.5                              -433.5                             425                                8500                               Test String 17    -42                                68                                 85                                 
18   True   454                                654.48                             909                                -459                               450                                9000                               Test String 18    -45                                72                                 90                                 
19   False  479                                690.84                             959.5                              -484.5                             475                                9500                               Test String 19    -47                                76                                 95                                 
20   True   505                                727.2                              1010                               -510                               500                                10000                              Test String 20    -50                                80                                 100                                
21   False  530                                763.56                             1060.5                             -535.5                             525                                10500                              Test String 21    -52                                84                                 105                                
22   True   555                                799.92                             1111                               -561                               550                                11000                              Test String 22    -55                                88                                 110                                
23   False  580                                836.28                             1161.5                             -586.5                             575                                11500                              Test String 23    -57                                92                                 115                                
24   True   606                                872.64                             1212                               -612                               600                                12000                              Test String 24    -60                                96                                 120                                
25   False  631                                909                                1262.5                             -637.5                             625                                12500                              Test String 25    -62                                100                                125                                
26   True   656                                945.36                             1313                               -663                               650                                13000                              Test String 26    -65                                104                                130                                
27   False  681                                981.72                             1363.5                             -688.5                             675                                13500                              Test String 27    -67                                108                                135                                
28   True   707                                1018.08                            1414                               -714                               700                                14000                              Test String 28    -70                                112                                140                                
29   False  732                                1054.44                            1464.5                             -739.5                             725                                14500                              Test String 29    -72                                116                                145                                
